wavelet_level_0_energy_ratio,wavelet_level_1_energy_ratio,wavelet_level_2_energy_ratio,file,scan_number,subsegment_index,mean_laser_current,bulk,wavelet_level_3_energy_ratio,wavelet_level_4_energy_ratio,wavelet_level_5_energy_ratio
0.9988316688942231,0.0009508758936228388,0.00021745521215417294,layer1.csv,0,0,4508.972972972973,1.0,,,
0.9991349967953773,0.000464279689350468,0.0003088616111232035,layer1.csv,1,0,4508.0,1.0,8.033110754546244e-05,1.1530796603529968e-05,
0.9992499359399226,0.0004399312696796083,0.00023465467447102945,layer1.csv,1,1,4508.302158273381,1.0,5.387375551392374e-05,2.1604360412826633e-05,
0.9994246140589013,0.00031111709409993376,0.0001790651210791074,layer1.csv,2,0,4511.625,1.0,5.869903962194238e-05,2.6504686297743264e-05,
0.9994431111763089,0.0002390537890478798,0.00018811902925974398,layer1.csv,2,1,4512.934210526316,1.0,9.16479267231697e-05,3.806807866024234e-05,
0.9995344741197842,0.00026010156687016127,0.00013577849905790172,layer1.csv,3,0,4518.138157894737,1.0,5.15086558528991e-05,1.813715843470135e-05,
0.9994914374373379,0.0003294523157375309,0.00012043859516020011,layer1.csv,3,1,4522.453947368421,1.0,4.280287346793683e-05,1.5868778296326043e-05,
0.999708216517319,9.675545774298164e-05,0.00015021159056828736,layer1.csv,4,0,4525.503267973856,1.0,2.5550720253527455e-05,1.926571411630874e-05,
0.99954554362132,0.0002454802020372653,0.000113427268775132,layer1.csv,4,1,4527.625,1.0,7.316827736483942e-05,2.2380630502753566e-05,
0.9996959374759006,0.00013366939646521984,0.0001192578329479305,layer1.csv,5,0,4518.032467532467,1.0,3.801777466035049e-05,1.3117520026014744e-05,
0.9996407328727116,0.00022161910068412086,9.705801776300468e-05,layer1.csv,5,1,4517.228758169935,1.0,2.409977178579667e-05,1.6490237055386873e-05,
0.9995454046466534,0.0002883811558065303,0.00010885615576123018,layer1.csv,6,0,4515.254901960784,1.0,4.0630152595903675e-05,1.6727889182769174e-05,
0.9995810471678437,0.0001778767665921589,0.00017288297107143706,layer1.csv,6,1,4515.6209150326795,1.0,3.925603414725168e-05,2.8937060345609993e-05,
0.9994413086398398,0.0003073283740512722,0.0002059740140055992,layer1.csv,7,0,4515.480519480519,1.0,3.125366731785504e-05,1.41353047854034e-05,
0.9996853576554966,0.00016848676102686961,0.00011092830472349728,layer1.csv,7,1,4517.666666666667,1.0,2.4537460330716653e-05,1.068981842235634e-05,
0.9992117545220875,0.0004877198370441953,0.00022328205369694546,layer1.csv,8,0,4517.772727272727,1.0,5.9541219128537924e-05,1.770236804274316e-05,
0.9992576327568831,0.0005981520115658806,8.73601085951531e-05,layer1.csv,8,1,4516.720779220779,1.0,3.398707701124921e-05,2.2868045944765515e-05,
0.998930173373691,0.0007902920215459134,0.00020449364980919656,layer1.csv,9,0,4513.509677419355,1.0,6.069012369448532e-05,1.43508312592582e-05,
0.9995680279867276,0.00030519828876914744,8.705494049894291e-05,layer1.csv,9,1,4514.62987012987,1.0,2.590160903986258e-05,1.38171749645742e-05,
0.9994323898799139,0.0003357250207564348,0.0001443819255050856,layer1.csv,10,0,4512.664516129033,1.0,6.304430915060654e-05,2.445886467390005e-05,
0.9996292606342675,0.00015507723966768746,0.00015015271710489315,layer1.csv,10,1,4512.785714285715,1.0,4.5728448255563e-05,1.9780960704473897e-05,
0.9993791423198022,0.0004230647354185189,0.00015426690368702066,layer1.csv,11,0,4510.6858974358975,1.0,3.102440451665613e-05,1.2501636575616915e-05,
0.9995734252166232,0.00025836842351107607,0.0001032768412993614,layer1.csv,11,1,4512.716129032258,1.0,4.542756914259319e-05,1.9501949423833275e-05,
0.9994081134859062,0.000302849634845128,0.0001947055444174655,layer1.csv,12,0,4511.647435897436,1.0,7.311578573231135e-05,2.121554909888949e-05,
0.999228839142111,0.0004461905764663681,0.0002462460210231685,layer1.csv,12,1,4513.4,1.0,4.5421072277549943e-05,3.330318812187364e-05,
0.9992620819221251,0.0003445794630201549,0.00033235460867717115,layer1.csv,13,0,4511.673076923077,1.0,4.6364011448728635e-05,1.461999472885442e-05,
0.9991149831722458,0.0007013861298072686,0.0001432322638402856,layer1.csv,13,1,4514.0641025641025,1.0,2.689399385806116e-05,1.3504440248547475e-05,
0.9994575688931188,0.0002956812484956047,0.0001976925608036043,layer1.csv,14,0,4513.91719745223,1.0,3.5875968168113346e-05,1.3181329414050667e-05,
0.9996659381335034,0.00019952449214559099,8.458317421772008e-05,layer1.csv,14,1,4516.173076923077,1.0,2.9456886205797955e-05,2.0497313927479637e-05,
0.9993682642070966,0.00030472847602377296,0.00025761716741370933,layer1.csv,15,0,4514.624203821656,1.0,5.100138796774144e-05,1.838876149815258e-05,
0.9994671354500051,0.00035245051243735966,0.00013222446490033227,layer1.csv,15,1,4517.025641025641,1.0,3.566664600420691e-05,1.2522926652947148e-05,
0.9994196674771105,0.00035620989606929663,0.00016039381468582834,layer1.csv,16,0,4517.197452229299,1.0,4.576740387397357e-05,1.7961408260198146e-05,
0.9994371025901846,0.0004393543675714074,6.843519887325878e-05,layer1.csv,16,1,4518.8089171974525,1.0,3.457986524278085e-05,2.0527978127933573e-05,
0.9989109320860906,0.0006021459656682184,0.0004188415216357346,layer1.csv,17,0,4517.189873417721,1.0,5.390237738902227e-05,1.4178049216371313e-05,
0.9996391544370727,0.0002290813301596387,0.00010094052443740811,layer1.csv,17,1,4518.0,1.0,1.8464895936127284e-05,1.2358812393918875e-05,
0.9993366651181148,0.0004509032168602656,0.00014327693591318803,layer1.csv,18,0,4515.392405063291,1.0,4.846757850392792e-05,2.0687150607888472e-05,
0.9991703917143241,0.0005753325429532206,0.00015456604916241898,layer1.csv,18,1,4516.866242038216,1.0,7.089196452737802e-05,2.8817729032867693e-05,
0.9989037274416047,0.000679767882076281,0.00033879987216038106,layer1.csv,19,0,4515.354430379747,1.0,5.4362573844303725e-05,2.3342230314206933e-05,
0.9996593799871869,0.0001994273622155431,9.330118558716234e-05,layer1.csv,19,1,4516.196202531645,1.0,3.3779418276925136e-05,1.4112046733375531e-05,
0.9992986387006415,0.00047684789373193587,0.00014333088993238177,layer1.csv,20,0,4515.125786163522,1.0,6.214453534911014e-05,1.9037980344964795e-05,
0.9997489088063491,7.015660906575855e-05,0.00011937160161734521,layer1.csv,20,1,4516.96835443038,1.0,3.801271162503442e-05,2.3550271342509835e-05,
